total_trades,win_rate,profit_factor,expectancy,net_profit,traffic_light,risk_zone,max_drawdown_pct,ulcer_index,health_score,health_classification
247,97.17,0.8418,-0.0223,-5.51,red,green,2.62,1.1381,45,warning
